数据说明：以下数据为您所选时间周期的相关指标，如需查看其他时间周期的数据，请重新选择后下载,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
所有终端,办公室灯具,1,0.00%,0.00%,0,0,1,0,0,0.0,203,203,12,50.00%,29,177835,1072
所有终端,办公室用灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,10,50.00%,20,194645,1072
所有终端,办公室长条灯,1,-,0.00%,0,0,1,0,0,0.0,91,91,21,60.00%,28,217228,1072
所有终端,办公长条灯,1,-,0.00%,0,0,1,0,0,0.0,120,120,5,100.00%,9,201327,1072
所有终端,台灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,5022,40.49%,7594,206532,8192
所有终端,台灯 护眼,1,-,0.00%,0,0,1,0,0,0.0,407,407,526,50.72%,767,215080,1088
所有终端,台球桌无影灯,1,0.00%,0.00%,0,0,1,0,0,0.0,6,6,3,100.00%,2,280179,1072
所有终端,台球桌灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,0.00%,8,205151,1072
所有终端,台球桌灯具,1,0.00%,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,211392,1072
所有终端,吸顶灯批发家用简约全光谱书房智能超薄护眼防蓝光房间吸顶灯,1,-,100.00%,1,1,1,0,0,0.0,49,49,3,100.00%,3,246579,1072
所有终端,培训机构灯,1,-,0.00%,0,0,1,0,0,0.0,7,7,4,0.00%,3,245016,1072
所有终端,AC-L200 ,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,BT010,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,BT50 ,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED吊灯,1,-,0.00%,0,0,1,0,0,0.0,561,561,0,-,0,0,1072
所有终端,LED护眼教室灯,1,-,0.00%,0,0,1,0,0,0.0,43,43,0,-,0,0,1072
所有终端,LED无影灯,1,-,0.00%,0,0,1,0,0,0.0,54,54,0,-,0,0,1072
所有终端,LED格栅灯 定制,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED球馆专用灯,1,-,0.00%,0,0,1,0,0,0.0,12,12,0,-,0,0,1072
所有终端,LED蜂窝状防眩晕工矿灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED防眩晕工矿灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,L型防蓝光板,1,-,0.00%,0,0,1,0,0,0.0,4,4,0,-,0,0,1072
所有终端,大华教室护眼灯,1,-,0.00%,0,0,1,0,0,0.0,6,6,3,0.00%,3,251849,1072
所有终端,太阳灯吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,57,57,5,100.00%,5,227369,1072
所有终端,学校 贴片,1,-,0.00%,0,0,1,0,0,0.0,-,-,13,0.00%,35,141596,1072
所有终端,学校教室灯,1,-,0.00%,0,0,1,0,0,0.0,8,8,3,100.00%,2,280179,1072
所有终端,室内乒乓球灯,1,0.00%,100.00%,1,1,1,0,0,0.0,3,5,5,50.00%,2,295862,1072
所有终端,室内篮球场 灯,1,-,0.00%,0,0,1,0,0,0.0,14,14,3,0.00%,1,350042,1072
所有终端,室内篮球场照明,1,-,0.00%,0,0,1,0,0,0.0,8,8,3,100.00%,2,293228,1072
所有终端,巷道防爆工矿灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,20,100.00%,42,135928,1072
所有终端,得撒工矿灯,1,-,0.00%,0,0,1,0,0,0.0,118,118,5,100.00%,7,209415,1072
所有终端,微晶橱柜,1,-,0.00%,0,0,1,0,0,0.0,7,7,3,0.00%,1,350042,1072
所有终端,护眼灯,1,-,0.00%,0,0,1,0,0,0.0,1963,1963,386,45.13%,525,222885,1179
所有终端,护眼灯教室,1,-80.00%,0.00%,0,0,1,0,0,0.0,12,12,4,100.00%,4,243391,1072
所有终端,护眼灯条,1,-,0.00%,0,0,1,0,0,0.0,247,247,16,25.00%,24,214189,1072
所有终端,教育灯,1,-85.71%,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,4,241929,1072
所有终端,无频闪护眼灯条,1,-,0.00%,0,0,1,0,0,0.0,10,10,4,100.00%,4,231706,1072
所有终端,智能花盆加湿器,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,6,221590,1072
所有终端,条形灯led灯,1,-,0.00%,0,0,1,0,0,0.0,294,294,23,50.00%,45,188384,1072
所有终端,条形面板灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,7,0.00%,16,176161,1072
所有终端,格栅教室灯,1,-,0.00%,0,0,1,0,0,0.0,12,12,3,0.00%,2,276604,1072
所有终端,格珊教室灯黑板灯,1,-,100.00%,1,1,1,0,0,0.0,15,15,3,100.00%,2,264841,1072
所有终端,植物灯生长灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,-,-,88,42.86%,142,208390,1072
所有终端,植物燈,1,-,0.00%,0,0,1,0,0,0.0,-,-,18,66.67%,41,179966,1072
所有终端,毛球灯,1,-,0.00%,0,0,1,0,0,0.0,8,8,3,100.00%,3,255708,1072
所有终端,灯具格栅,1,-,0.00%,0,0,1,0,0,0.0,-,-,10,0.00%,26,154054,1072
所有终端,灯具防眩格栅,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,210907,1072
所有终端,炫,1,-,0.00%,0,0,1,0,0,0.0,-,-,12,0.00%,32,145386,1072
所有终端,照明,1,-,0.00%,0,0,1,0,0,0.0,340,340,114,13.33%,176,213963,1072
所有终端,篮球,1,-,0.00%,0,0,1,0,0,0.0,717,717,1239,42.12%,1427,230814,4321
所有终端,美式台球桌球吊灯,1,-,0.00%,0,0,1,0,0,0.0,45,45,9,100.00%,22,162814,1072
所有终端,羽毛球场用灯具,1,-,100.00%,1,1,1,0,0,0.0,-,-,4,100.00%,5,229440,1072
所有终端,羽毛球馆专用led灯,1,-,0.00%,0,0,1,0,0,0.0,14,14,3,0.00%,1,350042,1072
所有终端,节能吊灯,1,-,0.00%,0,0,1,0,0,0.0,55,55,5,100.00%,9,200075,1072
所有终端,蜂窝灯,1,-,0.00%,0,0,1,0,0,0.0,300,300,56,53.85%,82,211150,1072
所有终端,辦公室長條燈,1,-,0.00%,0,0,1,0,0,0.0,91,91,8,100.00%,18,170028,1072
所有终端,遥控吊灯,1,-,0.00%,0,0,1,0,0,0.0,36,36,8,100.00%,20,166580,1072
所有终端,长条灯led灯,1,-66.67%,0.00%,0,0,1,0,0,0.0,133,133,30,45.45%,26,252118,1072
所有终端,长条灯面板,1,-,0.00%,0,0,1,0,0,0.0,55,55,4,0.00%,7,210168,1072
所有终端,阅读夹子灯,1,-,0.00%,0,0,1,0,0,0.0,209,209,12,100.00%,28,152053,1072
所有终端,防眩光羽毛球馆灯,1,-,100.00%,1,1,1,0,0,0.0,-,-,3,100.00%,3,255708,1072
所有终端,防眩晕场馆灯,1,-,0.00%,0,0,1,0,0,0.0,38,38,6,100.00%,13,184854,1072
所有终端,防阳光灯,1,-,0.00%,0,0,1,0,0,0.0,19,19,3,0.00%,3,257783,1072
所有终端,隔柵黑板灯,1,-83.33%,0.00%,0,0,1,0,0,0.0,4,4,6,0.00%,13,183922,1072
所有终端,集成发光,1,-,0.00%,0,0,1,0,0,0.0,-,-,6,0.00%,12,188384,1072
所有终端,饭店吊灯,1,-,0.00%,0,0,1,0,0,0.0,291,291,19,66.67%,44,177835,1072
所有终端,饭店灯,1,-,0.00%,0,0,1,0,0,0.0,483,483,27,40.00%,57,187095,1072
所有终端,黑板灯,1,-75.00%,0.00%,0,0,1,0,0,0.0,-,-,7,50.00%,7,237837,1072
所有终端,蓝牙全光谱 LED 植物生长灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,集成吊顶LED灯,1,-,0.00%,0,0,1,0,0,0.0,176,176,0,-,0,0,1072
收藏网址：sycm.1688.com/ms，让数据帮您生意参谋！点此进入,,,,,,,,,,,,,,,,,
终端类型,搜索词,展现次数,展现次数增幅,点击转化率,访客数,浏览量,有展现的商品数,引导下单买家数,引导支付买家数,引导支付金额,最好排名,平均排名,全网搜索指数,全网点击率,全网商品指数,全网供需指数,包月推广价
所有终端,教室护眼灯,15,200.00%,0.00%,0,0,7,0,0,0.0,7,300,60,69.23%,112,198454,1072
所有终端,羽毛球场灯,11,57.14%,9.09%,1,1,2,0,0,0.0,4,69,23,60.00%,39,203430,1072
所有终端,羽毛球场馆灯,11,120.00%,9.09%,1,1,2,1,1,801.0,4,17,13,25.00%,8,262965,1072
所有终端,吊灯,9,12.50%,0.00%,0,0,2,0,0,0.0,1410,1410,2435,40.58%,4827,184854,4583
所有终端,无影灯,9,12.50%,0.00%,0,0,1,0,0,0.0,27,46,88,28.00%,122,221590,1072
所有终端,植物生长灯,9,350.00%,0.00%,0,0,1,0,0,0.0,722,722,378,41.10%,690,193541,1076
所有终端,羽毛球馆灯,8,166.67%,12.50%,1,1,2,0,0,0.0,6,14,16,25.00%,16,232289,1072
所有终端,护眼教室灯,7,-,0.00%,0,0,6,0,0,0.0,14,100,12,100.00%,21,162814,1072
所有终端,植物灯,6,-40.00%,0.00%,0,0,1,0,0,0.0,690,690,702,35.20%,1186,192789,1573
所有终端,羽毛球防眩灯,6,-,16.67%,1,1,2,0,0,0.0,6,8,10,100.00%,17,173209,1072
所有终端,球场防眩灯,5,-,0.00%,0,0,2,0,0,0.0,5,83,11,50.00%,14,209161,1072
所有终端,条行灯,4,-,0.00%,0,0,1,0,0,0.0,4,4,4,100.00%,2,267504,1072
所有终端,长条灯,4,-,0.00%,0,0,1,0,0,0.0,241,241,155,43.18%,208,222703,1486
所有终端,黑板灯,4,300.00%,0.00%,0,0,1,0,0,0.0,13,13,18,50.00%,30,204869,1072
所有终端,led吊灯,3,50.00%,0.00%,0,0,1,0,0,0.0,83,83,183,28.57%,515,138860,1072
所有终端,led灯管,3,-,0.00%,0,0,1,0,0,0.0,125,149,550,42.06%,912,204300,1786
所有终端,一件代发,3,-,0.00%,0,0,1,0,0,0.0,81,81,3770,30.23%,5041,220057,1072
所有终端,室内羽毛球灯,3,-,33.33%,1,1,1,0,0,0.0,5,5,6,100.00%,9,200075,1072
所有终端,教室照明灯,3,-,0.00%,0,0,1,0,0,0.0,48,48,14,50.00%,24,187095,1072
所有终端,条形灯,3,50.00%,0.00%,0,0,1,0,0,0.0,213,221,65,38.46%,85,209919,1072
所有终端,格栅灯,3,50.00%,0.00%,0,0,1,0,0,0.0,-,-,112,20.00%,127,233713,1072
所有终端,防眩格栅,3,-,0.00%,0,0,3,0,0,0.0,497,560,15,50.00%,42,162814,1072
所有终端,1.5米黑板灯,2,-,0.00%,0,0,1,0,0,0.0,5,5,3,0.00%,2,293228,1072
所有终端,led办公室长条灯,2,-50.00%,0.00%,0,0,1,0,0,0.0,84,102,21,60.00%,37,204869,1072
所有终端,led长条灯,2,-,0.00%,0,0,1,0,0,0.0,211,288,79,45.45%,123,216168,1187
所有终端,体育馆家具,2,-,0.00%,0,0,2,0,0,0.0,208,211,6,0.00%,13,183448,1072
所有终端,全光谱吸顶灯,2,100.00%,0.00%,0,0,1,0,0,0.0,408,408,168,43.75%,189,230209,1072
所有终端,办公室长条灯,2,100.00%,0.00%,0,0,1,0,0,0.0,-,-,9,50.00%,15,206260,1072
所有终端,办公用灯,2,-,0.00%,0,0,1,0,0,0.0,161,161,6,100.00%,8,204586,1072
所有终端,台球桌灯,2,100.00%,0.00%,0,0,1,0,0,0.0,11,11,4,100.00%,2,270291,1072
所有终端,台球灯,2,0.00%,0.00%,0,0,1,0,0,0.0,-,-,20,28.57%,17,252118,1072
所有终端,护眼灯led,2,-,0.00%,0,0,1,0,0,0.0,-,-,10,0.00%,23,159531,1072
所有终端,教室灯,2,-60.00%,0.00%,0,0,1,0,0,0.0,95,95,1475,1.44%,395,309069,1072
所有终端,无影灯 照明,2,-,0.00%,0,0,1,0,0,0.0,27,27,9,0.00%,13,182483,1072
所有终端,智能学习机台灯,2,-,0.00%,0,0,2,0,0,0.0,121,121,9,100.00%,8,204586,1072
所有终端,格栅教室灯黑板灯,2,-,0.00%,0,0,1,0,0,0.0,5,5,4,100.00%,2,273330,1072
所有终端,灯具防眩格栅,2,100.00%,0.00%,0,0,2,0,0,0.0,51,51,14,0.00%,36,169361,1072
所有终端,篮球馆专用灯,2,-,0.00%,0,0,2,0,0,0.0,4,8,3,100.00%,3,257783,1072
所有终端,羽毛球馆专用灯,2,-33.33%,0.00%,0,0,1,0,0,0.0,1,3,3,0.00%,3,257783,1072
所有终端,量子灯,2,-33.33%,0.00%,0,0,2,0,0,0.0,361,399,61,41.18%,80,223067,1072
所有终端,铝合金三 防灯,2,-,0.00%,0,0,1,0,0,0.0,-,-,9,0.00%,22,161206,1072
所有终端,集成灯,2,-,0.00%,0,0,1,0,0,0.0,768,768,28,66.67%,49,201018,1072
所有终端,面板灯,2,-,0.00%,0,0,1,0,0,0.0,-,-,251,37.74%,422,201018,1074
所有终端,LED吊灯,5,400.00%,0.00%,0,0,2,0,0,0.0,-,-,0,-,0,0,1072
所有终端,无影灯LED灯,5,-,0.00%,0,0,1,0,0,0.0,99,132,0,-,0,0,1072
所有终端,LED80×80靠板灯,2,-,0.00%,0,0,1,0,0,0.0,8,8,0,-,0,0,1072
所有终端,LED高效轻型工矿灯,2,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,Bt5000,1,-,0.00%,0,0,1,0,0,0.0,214,214,0,-,0,0,1072
所有终端,LED净化灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED教室灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,45,45,0,-,0,0,1072
所有终端,led 灯面板,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,210907,1072
所有终端,led平板灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,93,56.00%,132,218464,1072
所有终端,led条灯,1,0.00%,0.00%,0,0,1,0,0,0.0,214,214,14,33.33%,29,193912,1072
所有终端,led灯条形灯替换,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,4,236552,1072
所有终端,led灯长条灯,1,0.00%,0.00%,0,0,1,0,0,0.0,89,89,13,100.00%,32,146575,1072
所有终端,led种植灯,1,-,0.00%,0,0,1,0,0,0.0,443,443,12,50.00%,31,175587,1072
所有终端,led线条灯,1,-,0.00%,0,0,1,0,0,0.0,255,255,71,15.38%,109,199434,1072
所有终端,led羽毛吊灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,100.00%,4,239083,1072
所有终端,led长条灯办公室吊线灯,1,-,0.00%,0,0,1,0,0,0.0,89,89,7,0.00%,18,170685,1072
所有终端,w205,1,-,0.00%,0,0,1,0,0,0.0,378,378,24,20.00%,53,190041,1072
所有终端,乒乓球场灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,100.00%,7,210907,1072
所有终端,代发,1,-,0.00%,0,0,1,0,0,0.0,87,87,793,30.23%,897,234131,1155
所有终端,体育场灯,1,-,0.00%,0,0,1,0,0,0.0,4,4,5,50.00%,2,316800,1072
所有终端,体育馆灯,1,-,0.00%,0,0,1,0,0,0.0,5,5,5,100.00%,5,224494,1072
所有终端,体育馆照明,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,0.00%,8,205709,1072
所有终端,全光谱卧室吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,13,0.00%,26,154054,1072
所有终端,全塑料办公灯,1,-,0.00%,0,0,1,0,0,0.0,779,779,17,100.00%,57,123613,1072
所有终端,净化灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,186,36.67%,308,190845,1072
所有终端,办公室 灯具,1,-,0.00%,0,0,1,0,0,0.0,334,334,14,100.00%,39,138860,1072
所有终端,办公室长条灯电源,1,-,0.00%,0,0,1,0,0,0.0,210,210,7,0.00%,18,169361,1072
所有终端,办公长条灯,1,0.00%,0.00%,0,0,1,0,0,0.0,96,96,10,100.00%,10,241002,1072
所有终端,加湿器小夜灯蓝牙音箱,1,-,0.00%,0,0,1,0,0,0.0,174,174,7,100.00%,17,172592,1072
所有终端,加湿器音响,1,-,0.00%,0,0,1,0,0,0.0,-,-,23,0.00%,49,129349,1072
所有终端,台灯,1,0.00%,0.00%,0,0,1,0,0,0.0,292,292,4626,41.36%,7124,205151,8192
所有终端,台灯学生护眼礼品,1,-,0.00%,0,0,1,0,0,0.0,774,774,24,0.00%,78,137420,1072
所有终端,吊灯琉璃配件,1,-,0.00%,0,0,1,0,0,0.0,-,-,9,0.00%,20,165115,1072
所有终端,吊线灯,1,-,0.00%,0,0,1,0,0,0.0,1290,1290,119,37.50%,242,191634,1072
所有终端,图书馆台灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,5,227369,1072
所有终端,大型变压器,1,-,0.00%,0,0,1,0,0,0.0,1493,1493,42,50.00%,122,119289,1072
所有终端,学校灯具护眼,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,0.00%,9,200075,1072
所有终端,室内球场灯照明灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,3,255708,1072
所有终端,家饰 吊灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,11,0.00%,29,149948,1072
所有终端,小夜灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4155,47.88%,6506,204300,7752
所有终端,工矿灯 车载,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,6,217436,1072
所有终端,平板灯定制,1,-,0.00%,0,0,1,0,0,0.0,-,-,8,0.00%,13,213278,1072
所有终端,床头灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,1011,33.07%,1677,207072,1869
所有终端,微晶橱柜,1,0.00%,0.00%,0,0,1,0,0,0.0,7,7,3,0.00%,1,350042,1072
所有终端,教室吊灯,1,-,0.00%,0,0,1,0,0,0.0,50,50,4,100.00%,6,215080,1072
所有终端,教室护眼,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,212109,1072
所有终端,教室灯吊杆,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,0.00%,9,198454,1072
所有终端,教室灯格栅 ,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,6,215080,1072
所有终端,教室照明系统,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,212109,1072
所有终端,LED无影灯,1,0.00%,0.00%,0,0,1,0,0,0.0,50,50,0,-,0,0,1072
所有终端,LED条形灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED球场灯,1,-,0.00%,0,0,1,0,0,0.0,10,10,0,-,0,0,1072
所有终端,LED球馆专用灯,1,0.00%,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED线条灯,1,-,0.00%,0,0,1,0,0,0.0,408,408,0,-,0,0,1072
所有终端,LED长条灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1187
所有终端,L形小黑板,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,W205,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,教育灯吊杆,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,212109,1072
所有终端,教育照明,1,-,0.00%,0,0,1,0,0,0.0,8,8,3,100.00%,2,270291,1072
所有终端,教育用电子,1,-,0.00%,0,0,1,0,0,0.0,-,-,64,0.00%,203,74154,1072
所有终端,星座图形造型灯,1,-,0.00%,0,0,1,0,0,0.0,322,322,9,100.00%,25,155962,1072
所有终端,格柵燈,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,0.00%,9,199756,1072
所有终端,格珊灯,1,-,0.00%,0,0,1,0,0,0.0,340,340,20,40.00%,34,208906,1072
所有终端,植物灯 桌面,1,-,0.00%,0,0,1,0,0,0.0,171,171,5,100.00%,11,192407,1072
所有终端,植物灯具,1,-,0.00%,0,0,1,0,0,0.0,372,372,20,100.00%,71,114454,1072
所有终端,植物灯多肉,1,-,0.00%,0,0,1,0,0,0.0,-,-,12,0.00%,33,145386,1072
所有终端,水晶灯蓝墩,1,-,0.00%,0,0,1,0,0,0.0,76,76,4,0.00%,6,218260,1072
所有终端,深圳铝扣板批发,1,-,0.00%,0,0,1,0,0,0.0,412,412,15,100.00%,46,131095,1072
所有终端,灯球,1,-,0.00%,0,0,1,0,0,0.0,-,-,86,16.67%,208,170028,1072
所有终端,现代亚克力板直角办公灯,1,-,0.00%,0,0,1,0,0,0.0,129,129,5,0.00%,9,201634,1072
所有终端,现代电子转向,1,-,0.00%,0,0,1,0,0,0.0,126,126,5,100.00%,11,191634,1072
所有终端,球场照明灯,1,-,0.00%,0,0,1,0,0,0.0,48,48,20,0.00%,66,116942,1072
所有终端,球馆灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,6,6,6,50.00%,4,268892,1072
所有终端,直播间板灯,1,-,0.00%,0,0,1,0,0,0.0,83,83,5,0.00%,9,202242,1072
所有终端,简约吊灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,70,20.00%,196,137420,1072
所有终端,篮球,1,0.00%,0.00%,0,0,1,0,0,0.0,131,131,1402,42.75%,1939,218260,4321
所有终端,篮球场灯,1,-,0.00%,0,0,1,0,0,0.0,14,14,3,100.00%,2,262343,1072
所有终端,篮球馆灯,1,-,0.00%,0,0,1,0,0,0.0,5,5,3,0.00%,2,280179,1072
所有终端,篮球馆用灯,1,-,0.00%,0,0,1,0,0,0.0,12,12,3,0.00%,2,273330,1072
所有终端,羽毛灯,1,-,0.00%,0,0,1,0,0,0.0,36,36,103,55.56%,162,213047,1072
所有终端,羽毛球,1,-,0.00%,0,0,1,0,0,0.0,41,41,1206,42.78%,1233,234131,5757
所有终端,羽毛球馆专用灯工厂灯车间照明灯篮球工业车库灯工矿灯led厂房灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,5,225361,1072
所有终端,调色橱柜灯,1,-,0.00%,0,0,1,0,0,0.0,212,212,7,0.00%,17,172592,1072
所有终端,负离子灯,1,-,0.00%,0,0,1,0,0,0.0,138,138,8,0.00%,14,208130,1072
所有终端,负离子灯空气净化灯,1,-,0.00%,0,0,1,0,0,0.0,81,81,7,0.00%,20,166580,1072
所有终端,超宽户外线条灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,8,0.00%,21,163595,1072
所有终端,运动场馆灯具,1,-,0.00%,0,0,1,0,0,0.0,-,-,3,0.00%,2,284087,1072
所有终端,长条格栅灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,9,100.00%,21,164362,1072
所有终端,长条灯led灯,1,0.00%,0.00%,0,0,1,0,0,0.0,244,244,36,54.55%,34,241468,1072
所有终端,长臂台灯,1,-83.33%,0.00%,0,0,1,0,0,0.0,-,-,44,60.00%,117,157785,1072
所有终端,防炫目集成灯,1,-,0.00%,0,0,1,0,0,0.0,7,7,4,100.00%,4,231706,1072
所有终端,防炫集成吊顶灯,1,-,0.00%,0,0,1,0,0,0.0,46,46,5,0.00%,9,198122,1072
所有终端,集成吊顶灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,46,61.54%,56,226876,1121
所有终端,餐厅吊灯全光谱,1,-,0.00%,0,0,1,0,0,0.0,1452,1452,26,100.00%,95,102642,1072
所有终端,饭店 吊灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,12,0.00%,28,152053,1072
所有终端,饭店灯,1,0.00%,0.00%,0,0,1,0,0,0.0,401,401,24,50.00%,55,179966,1072
所有终端,超薄面板灯 36W,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,饭店用LED灯具,1,-,0.00%,0,0,1,0,0,0.0,13,13,0,-,0,0,1072
收藏网址：sycm.1688.com/ms，让数据帮您生意参谋！点此进入,,,,,,,,,,,,,,,,,
终端类型,搜索词,展现次数,展现次数增幅,点击转化率,访客数,浏览量,有展现的商品数,引导下单买家数,引导支付买家数,引导支付金额,最好排名,平均排名,全网搜索指数,全网点击率,全网商品指数,全网供需指数,包月推广价
所有终端,教室灯,11,450.00%,0.00%,0,0,2,0,0,0.0,88,285,381,5.81%,191,277671,1072
所有终端,球场防眩灯,8,60.00%,12.50%,1,1,2,0,0,0.0,3,28,19,50.00%,39,165854,1072
所有终端,植物生长灯,7,-22.22%,0.00%,0,0,1,0,0,0.0,652,653,373,28.57%,780,177835,1076
所有终端,球馆灯,7,600.00%,0.00%,0,0,2,0,0,0.0,9,23,18,20.00%,22,226711,1072
所有终端,羽毛球场灯,7,-36.36%,0.00%,0,0,2,0,0,0.0,14,71,21,0.00%,24,186657,1072
所有终端,羽毛球防眩灯,7,16.67%,28.57%,1,2,2,1,1,640.0,2,14,10,33.33%,8,248282,1072
所有终端,羽毛球灯,6,-,0.00%,0,0,2,0,0,0.0,6,28,19,20.00%,30,213736,1072
所有终端,教室护眼灯,5,-66.67%,0.00%,0,0,2,0,0,0.0,15,29,18,33.33%,17,245753,1072
所有终端,无影灯,5,-44.44%,0.00%,0,0,1,0,0,0.0,50,98,79,36.00%,89,234681,1072
所有终端,体育场馆灯,4,-,0.00%,0,0,2,0,0,0.0,11,38,6,0.00%,8,205151,1072
所有终端,办公室长条灯,4,100.00%,0.00%,0,0,1,0,0,0.0,-,-,17,50.00%,16,203430,1072
所有终端,教室灯伸缩杆,4,-,0.00%,0,0,2,0,0,0.0,122,135,10,100.00%,19,196766,1072
所有终端,智能学习机台灯,4,100.00%,0.00%,0,0,2,0,0,0.0,128,129,18,66.67%,24,203137,1072
所有终端,球场灯照明灯,4,-,0.00%,0,0,1,0,0,0.0,10,34,16,100.00%,20,209415,1072
所有终端,专用黑板灯,3,-,0.00%,0,0,2,0,0,0.0,14,58,12,50.00%,13,241584,1072
所有终端,办公室灯,3,-,0.00%,0,0,1,0,0,0.0,119,206,75,50.00%,124,211872,1072
所有终端,台球桌,3,-,0.00%,0,0,1,0,0,0.0,12,12,755,45.34%,831,233713,2706
所有终端,图书馆台灯,3,200.00%,0.00%,0,0,3,0,0,0.0,-,-,6,0.00%,13,182968,1072
所有终端,教育灯,3,-,0.00%,0,0,1,0,0,0.0,8,8,7,50.00%,4,263577,1072
所有终端,植物灯生长灯,3,-,0.00%,0,0,1,0,0,0.0,-,-,85,41.18%,177,190445,1072
所有终端,篮球馆专用灯,3,50.00%,0.00%,0,0,2,0,0,0.0,9,18,4,100.00%,2,267504,1072
所有终端,量子点光源,3,-,0.00%,0,0,3,0,0,0.0,3,4,5,0.00%,9,199110,1072
所有终端,金属吊灯,3,-,0.00%,0,0,2,0,0,0.0,-,-,50,0.00%,159,85983,1072
所有终端,长条灯led灯,3,200.00%,0.00%,0,0,1,0,0,0.0,122,131,45,21.43%,56,229749,1072
所有终端,黑板灯吊杆,3,-,0.00%,0,0,3,0,0,0.0,55,130,9,100.00%,20,166580,1072
所有终端,led 无影灯,2,-,0.00%,0,0,1,0,0,0.0,-,-,10,0.00%,14,181494,1072
所有终端,一件代发,2,-33.33%,0.00%,0,0,1,0,0,0.0,49,53,3379,27.27%,4228,225361,1072
所有终端,全光谱吸顶灯,2,0.00%,0.00%,0,0,1,0,0,0.0,402,402,167,62.00%,190,231706,1072
所有终端,全光谱护眼灯,2,-,0.00%,0,0,1,0,0,0.0,574,727,121,65.22%,263,186657,1072
所有终端,台球灯,2,0.00%,0.00%,0,0,1,0,0,0.0,52,52,16,0.00%,16,239450,1072
